,playerID,yearID,nameLast,nameFirst,OPS,RBI/AB,DPH,FBH,BCA,R,BA,BABIP,bpcsum,name,bpcn
659,holtbr01,2018,Holt,Brock,0.7736127734345157,0.14330218068535824,0.5428571428571428,0.18,0.7945945945945946,41,0.2772585669781931,0.3374485596707819,1.8915095487144686,"Brock,Holt",0.31258096847137296
644,hicksaa01,2018,Hicks,Aaron,0.8328151986183074,0.16458333333333333,0.5652173913043478,0.13559322033898305,0.7577092511013216,90,0.24791666666666667,0.26436781609195403,1.8907010033919454,"Aaron,Hicks",0.3117724231488497
1019,phamth01,2018,Pham,Tommy,0.8302294197031039,0.12753036437246965,0.896551724137931,0.14705882352941177,0.7844827586206896,102,0.27530364372469635,0.34226190476190477,1.8893013662256748,"Tommy,Pham",0.3103727859825791
33,alonsyo01,2017,Alonso,Yonder,0.8657919487936809,0.14855875831485588,0.9629629629629629,0.18181818181818182,0.6923076923076923,72,0.2660753880266075,0.3016393442622951,1.888476581234411,"Yonder,Alonso",0.16434677290050392
1383,valenda01,2017,Valencia,Danny,0.725111111111111,0.14666666666666667,3.75,0.25,0.7654320987654321,54,0.25555555555555554,0.3115264797507788,1.88720987654321,"Danny,Valencia",0.16308006820930276
636,heywaja01,2015,Heyward,Jason,0.7973094871548156,0.10968921389396709,0.2857142857142857,0.24242424242424243,0.7367624810892587,79,0.29250457038391225,0.3288590604026846,1.8861854245622838,"Jason,Heyward",0.19054096226226358
309,daviskh01,2018,Davis,Khris,0.8742991845056065,0.21354166666666666,1.0363636363636364,0.13333333333333333,0.665,98,0.2465277777777778,0.2611111111111111,1.8861741845056066,"Khris,Davis",0.3072456042625109
1361,turneju01,2015,Turner,Justin,0.860772104607721,0.15584415584415584,0.5185185185185185,0.15384615384615385,0.715203426124197,55,0.2935064935064935,0.3211920529801324,1.8856658404222277,"Justin,Turner",0.19002137812220754
1266,spande01,2015,Span,Denard,0.7958578125927245,0.08943089430894309,4.666666666666667,0.5,0.5,38,0.3008130081300813,0.31797235023041476,1.8852887069016675,"Denard,Span",0.1896442446016473
902,moralke01,2016,Morales,Kendrys,0.7946027769078192,0.16666666666666666,1.5217391304347827,0.28846153846153844,0.6348547717842323,65,0.26344086021505375,0.28329297820823246,1.8845857538202566,"Kendrys,Morales",0.18719537677826947
301,davisch02,2015,Davis,Chris,0.9231486546325962,0.20418848167539266,0.2079646017699115,0.09659090909090909,0.6605981794538361,100,0.2617801047120419,0.3188854489164087,1.8845262248527344,"Chris,Davis",0.18888176255271416
1430,zimmery01,2014,Zimmerman,Ryan,0.7902647975077881,0.17757009345794392,1.1428571428571428,0.26666666666666666,0.65,26,0.2803738317757009,0.3125,1.8845015576323987,"Ryan,Zimmerman",0.43829151783313613
479,gattiev01,2018,Gattis,Evan,0.7359021993168335,0.19164619164619165,1.6842105263157894,0.23529411764705882,0.7216494845360825,49,0.22604422604422605,0.23183391003460208,1.8844919931461663,"Evan,Gattis",0.30556341290307065
